# time x y z qx qy qz qw
1.413394882930760384e+09 -1.054994999999999905e+00 4.274519999999999986e-01 1.332827999999999902e+00 2.639400000000000079e-02 -7.954440000000000399e-01 3.399300000000000238e-02 6.044969999999999510e-01
1.413394882935760498e+09 -1.055023999999999962e+00 4.274370000000000114e-01 1.332832999999999934e+00 2.641100000000000045e-02 -7.954390000000000072e-01 3.400799999999999657e-02 6.045030000000000125e-01
1.413394882940760612e+09 -1.055069999999999952e+00 4.273440000000000016e-01 1.332837000000000049e+00 2.639100000000000126e-02 -7.954210000000000447e-01 3.396600000000000313e-02 6.045289999999999830e-01
1.413394882945760489e+09 -1.055098000000000091e+00 4.273370000000000224e-01 1.332842000000000082e+00 2.637199999999999961e-02 -7.954139999999999544e-01 3.393000000000000183e-02 6.045420000000000238e-01
1.413394882950760603e+09 -1.055123000000000033e+00 4.273330000000000184e-01 1.332843999999999918e+00 2.633699999999999930e-02 -7.954149999999999832e-01 3.390200000000000158e-02 6.045430000000000526e-01
1.413394882955760479e+09 -1.055147999999999975e+00 4.273270000000000124e-01 1.332843000000000000e+00 2.630599999999999952e-02 -7.954090000000000327e-01 3.389099999999999752e-02 6.045530000000000070e-01
1.413394882960760593e+09 -1.055171000000000081e+00 4.273150000000000004e-01 1.332839000000000107e+00 2.628799999999999887e-02 -7.954099999999999504e-01 3.390399999999999664e-02 6.045519999999999783e-01
1.413394882965760469e+09 -1.055193000000000048e+00 4.272989999999999844e-01 1.332834999999999992e+00 2.628799999999999887e-02 -7.954179999999999584e-01 3.393800000000000289e-02 6.045399999999999663e-01
1.413394882970760822e+09 -1.055212000000000039e+00 4.272839999999999971e-01 1.332831000000000099e+00 2.630000000000000046e-02 -7.954160000000000119e-01 3.396899999999999920e-02 6.045390000000000486e-01
1.413394882975760460e+09 -1.055228000000000055e+00 4.272730000000000139e-01 1.332829999999999959e+00 2.631299999999999958e-02 -7.954090000000000327e-01 3.398199999999999832e-02 6.045469999999999455e-01
1.413394882980760574e+09 -1.055242999999999931e+00 4.272670000000000079e-01 1.332831000000000099e+00 2.632200000000000165e-02 -7.954090000000000327e-01 3.398099999999999732e-02 6.045469999999999455e-01
1.413394882985760450e+09 -1.055255000000000054e+00 4.272659999999999791e-01 1.332831000000000099e+00 2.632100000000000065e-02 -7.954099999999999504e-01 3.397100000000000120e-02 6.045460000000000278e-01
1.413394882990760565e+09 -1.055338000000000109e+00 4.272179999999999866e-01 1.332812000000000108e+00 2.630599999999999952e-02 -7.954320000000000279e-01 3.398299999999999932e-02 6.045179999999999998e-01
1.413394882995760441e+09 -1.055358999999999936e+00 4.272150000000000114e-01 1.332807000000000075e+00 2.628099999999999881e-02 -7.954440000000000399e-01 3.397499999999999826e-02 6.045030000000000125e-01
1.413394883000760555e+09 -1.055377000000000010e+00 4.272090000000000054e-01 1.332802000000000042e+00 2.627099999999999921e-02 -7.954539999999999944e-01 3.397200000000000220e-02 6.044910000000000005e-01
1.413394883005760431e+09 -1.055393999999999943e+00 4.272000000000000242e-01 1.332794999999999952e+00 2.628300000000000081e-02 -7.954700000000000104e-01 3.397200000000000220e-02 6.044690000000000341e-01
1.413394883010760546e+09 -1.055409000000000042e+00 4.271900000000000142e-01 1.332791000000000059e+00 2.630100000000000146e-02 -7.954839999999999689e-01 3.397399999999999726e-02 6.044490000000000141e-01
1.413394883015760422e+09 -1.055420000000000025e+00 4.271820000000000062e-01 1.332789999999999919e+00 2.631999999999999965e-02 -7.954879999999999729e-01 3.396899999999999920e-02 6.044439999999999813e-01
1.413394883020760536e+09 -1.055428000000000033e+00 4.271789999999999754e-01 1.332794000000000034e+00 2.633500000000000077e-02 -7.954780000000000184e-01 3.394900000000000001e-02 6.044570000000000221e-01
1.413394883025760412e+09 -1.055431000000000008e+00 4.271809999999999774e-01 1.332797999999999927e+00 2.633299999999999877e-02 -7.954639999999999489e-01 3.392900000000000083e-02 6.044770000000000421e-01
1.413394883030760527e+09 -1.055431999999999926e+00 4.271860000000000102e-01 1.332799999999999985e+00 2.631800000000000112e-02 -7.954560000000000519e-01 3.391899999999999776e-02 6.044880000000000253e-01
1.413394883035760403e+09 -1.055431000000000008e+00 4.271900000000000142e-01 1.332799000000000067e+00 2.630299999999999999e-02 -7.954609999999999737e-01 3.391600000000000170e-02 6.044829999999999925e-01
1.413394883040760517e+09 -1.055493999999999932e+00 4.271610000000000129e-01 1.332818000000000058e+00 2.631700000000000012e-02 -7.954639999999999489e-01 3.395399999999999807e-02 6.044760000000000133e-01
1.413394883045760393e+09 -1.055504999999999916e+00 4.271480000000000277e-01 1.332815000000000083e+00 2.631199999999999858e-02 -7.954710000000000392e-01 3.397300000000000320e-02 6.044669999999999765e-01
1.413394883050760508e+09 -1.055514999999999981e+00 4.271340000000000137e-01 1.332812000000000108e+00 2.631999999999999965e-02 -7.954820000000000224e-01 3.398999999999999938e-02 6.044509999999999605e-01
1.413394883055760384e+09 -1.055522000000000071e+00 4.271199999999999997e-01 1.332810000000000050e+00 2.632900000000000171e-02 -7.954839999999999689e-01 3.400000000000000244e-02 6.044469999999999565e-01
1.413394883060760498e+09 -1.055525999999999964e+00 4.271099999999999897e-01 1.332810999999999968e+00 2.632800000000000071e-02 -7.954809999999999937e-01 3.400000000000000244e-02 6.044509999999999605e-01
1.413394883065760612e+09 -1.055527000000000104e+00 4.271059999999999857e-01 1.332812000000000108e+00 2.631299999999999958e-02 -7.954740000000000144e-01 3.398600000000000232e-02 6.044620000000000548e-01
1.413394883070760489e+09 -1.055523999999999907e+00 4.271030000000000104e-01 1.332812000000000108e+00 2.629000000000000087e-02 -7.954660000000000064e-01 3.397200000000000220e-02 6.044739999999999558e-01
1.413394883075760603e+09 -1.055520000000000014e+00 4.270999999999999797e-01 1.332810000000000050e+00 2.627399999999999874e-02 -7.954630000000000312e-01 3.396400000000000113e-02 6.044789999999999885e-01
1.413394883080760479e+09 -1.055514000000000063e+00 4.270950000000000024e-01 1.332805999999999935e+00 2.625900000000000109e-02 -7.954689999999999817e-01 3.397200000000000220e-02 6.044709999999999805e-01
1.413394883085760593e+09 -1.055507999999999891e+00 4.270880000000000232e-01 1.332802000000000042e+00 2.624599999999999850e-02 -7.954790000000000472e-01 3.399200000000000138e-02 6.044570000000000221e-01
1.413394883090760469e+09 -1.055579999999999963e+00 4.270840000000000192e-01 1.332794999999999952e+00 2.628300000000000081e-02 -7.954769999999999897e-01 3.402000000000000163e-02 6.044570000000000221e-01
1.413394883095760584e+09 -1.055587999999999971e+00 4.270689999999999764e-01 1.332792999999999894e+00 2.630299999999999999e-02 -7.954860000000000264e-01 3.405099999999999794e-02 6.044429999999999525e-01
1.413394883100760460e+09 -1.055595000000000061e+00 4.270579999999999932e-01 1.332791999999999977e+00 2.631999999999999965e-02 -7.954830000000000512e-01 3.406700000000000006e-02 6.044439999999999813e-01
1.413394883105760574e+09 -1.055600000000000094e+00 4.270550000000000179e-01 1.332794999999999952e+00 2.631899999999999865e-02 -7.954710000000000392e-01 3.405299999999999994e-02 6.044620000000000548e-01
1.413394883110760450e+09 -1.055601999999999929e+00 4.270590000000000219e-01 1.332799999999999985e+00 2.629899999999999946e-02 -7.954520000000000479e-01 3.402299999999999769e-02 6.044880000000000253e-01
1.413394883115760565e+09 -1.055601999999999929e+00 4.270649999999999724e-01 1.332805000000000017e+00 2.627300000000000121e-02 -7.954419999999999824e-01 3.400399999999999950e-02 6.045040000000000413e-01
1.413394883120760202e+09 -1.055600000000000094e+00 4.270709999999999784e-01 1.332805000000000017e+00 2.625299999999999856e-02 -7.954440000000000399e-01 3.400100000000000344e-02 6.045030000000000125e-01
1.413394883125760555e+09 -1.055595000000000061e+00 4.270749999999999824e-01 1.332799999999999985e+00 2.623800000000000091e-02 -7.954590000000000272e-01 3.401099999999999957e-02 6.044840000000000213e-01
1.413394883130760431e+09 -1.055587000000000053e+00 4.270749999999999824e-01 1.332796000000000092e+00 2.623400000000000037e-02 -7.954750000000000432e-01 3.403099999999999875e-02 6.044610000000000261e-01
1.413394883135760546e+09 -1.055576000000000070e+00 4.270720000000000072e-01 1.332794000000000034e+00 2.625500000000000056e-02 -7.954849999999999977e-01 3.406300000000000300e-02 6.044460000000000388e-01
1.413394883140760422e+09 -1.055654000000000092e+00 4.270639999999999992e-01 1.332797999999999927e+00 2.630599999999999952e-02 -7.954630000000000312e-01 3.405099999999999794e-02 6.044730000000000381e-01
1.413394883145760536e+09 -1.055657999999999985e+00 4.270660000000000012e-01 1.332799000000000067e+00 2.633100000000000024e-02 -7.954550000000000232e-01 3.404900000000000287e-02 6.044819999999999638e-01
1.413394883150760412e+09 -1.055660000000000043e+00 4.270769999999999844e-01 1.332802000000000042e+00 2.633999999999999883e-02 -7.954430000000000112e-01 3.402199999999999669e-02 6.044990000000000085e-01
1.413394883155760527e+09 -1.055658999999999903e+00 4.270930000000000004e-01 1.332805999999999935e+00 2.633800000000000030e-02 -7.954309999999999992e-01 3.398700000000000332e-02 6.045169999999999710e-01
1.413394883160760403e+09 -1.055655000000000010e+00 4.271130000000000204e-01 1.332807000000000075e+00 2.632100000000000065e-02 -7.954219999999999624e-01 3.395900000000000307e-02 6.045319999999999583e-01
1.413394883165760517e+09 -1.055649000000000060e+00 4.271309999999999829e-01 1.332802999999999960e+00 2.629300000000000040e-02 -7.954210000000000447e-01 3.394400000000000195e-02 6.045340000000000158e-01
1.413394883170760393e+09 -1.055639999999999912e+00 4.271449999999999969e-01 1.332797000000000009e+00 2.626799999999999968e-02 -7.954350000000000032e-01 3.394699999999999801e-02 6.045169999999999710e-01
1.413394883175760269e+09 -1.055628000000000011e+00 4.271519999999999762e-01 1.332789999999999919e+00 2.627399999999999874e-02 -7.954419999999999824e-01 3.395999999999999713e-02 6.045070000000000165e-01
1.413394883180760384e+09 -1.055612999999999913e+00 4.271559999999999802e-01 1.332786999999999944e+00 2.630400000000000099e-02 -7.954489999999999617e-01 3.399200000000000138e-02 6.044950000000000045e-01
1.413394883185760498e+09 -1.055595000000000061e+00 4.271619999999999862e-01 1.332786999999999944e+00 2.633999999999999883e-02 -7.954510000000000192e-01 3.402100000000000263e-02 6.044890000000000541e-01
1.413394883190760612e+09 -1.055676999999999977e+00 4.271039999999999837e-01 1.332792999999999894e+00 2.632100000000000065e-02 -7.954290000000000527e-01 3.401900000000000063e-02 6.045190000000000285e-01
1.413394883195760489e+09 -1.055676000000000059e+00 4.271159999999999957e-01 1.332799000000000067e+00 2.631299999999999958e-02 -7.954189999999999872e-01 3.400799999999999657e-02 6.045329999999999870e-01
1.413394883200760603e+09 -1.055671000000000026e+00 4.271340000000000137e-01 1.332805000000000017e+00 2.628399999999999834e-02 -7.954099999999999504e-01 3.398199999999999832e-02 6.045469999999999455e-01
1.413394883205760479e+09 -1.055665000000000076e+00 4.271510000000000029e-01 1.332808999999999910e+00 2.624100000000000044e-02 -7.954039999999999999e-01 3.395900000000000307e-02 6.045589999999999575e-01
1.413394883210760593e+09 -1.055657999999999985e+00 4.271659999999999902e-01 1.332810000000000050e+00 2.619700000000000153e-02 -7.954109999999999792e-01 3.395900000000000307e-02 6.045509999999999495e-01
1.413394883215760469e+09 -1.055649999999999977e+00 4.271750000000000269e-01 1.332808999999999910e+00 2.617099999999999982e-02 -7.954320000000000279e-01 3.397599999999999926e-02 6.045239999999999503e-01
1.413394883220760584e+09 -1.055638000000000076e+00 4.271789999999999754e-01 1.332808999999999910e+00 2.617799999999999988e-02 -7.954449999999999577e-01 3.400100000000000344e-02 6.045049999999999590e-01
1.413394883225760460e+09 -1.055620999999999921e+00 4.271800000000000042e-01 1.332810999999999968e+00 2.620899999999999966e-02 -7.954520000000000479e-01 3.403799999999999881e-02 6.044920000000000293e-01
1.413394883230760336e+09 -1.055601000000000012e+00 4.271849999999999814e-01 1.332816000000000001e+00 2.624500000000000097e-02 -7.954489999999999617e-01 3.406900000000000206e-02 6.044929999999999470e-01
1.413394883235760450e+09 -1.055576999999999988e+00 4.272000000000000242e-01 1.332821999999999951e+00 2.626399999999999915e-02 -7.954350000000000032e-01 3.407899999999999818e-02 6.045089999999999630e-01
1.413394883240760565e+09 -1.055673000000000084e+00 4.271360000000000157e-01 1.332824999999999926e+00 2.624500000000000097e-02 -7.954130000000000367e-01 3.405400000000000094e-02 6.045409999999999950e-01
1.413394883245760441e+09 -1.055668999999999969e+00 4.271550000000000069e-01 1.332834000000000074e+00 2.622000000000000025e-02 -7.954029999999999712e-01 3.403199999999999975e-02 6.045559999999999823e-01
1.413394883250760555e+09 -1.055663000000000018e+00 4.271760000000000002e-01 1.332840000000000025e+00 2.618399999999999894e-02 -7.954080000000000039e-01 3.400799999999999657e-02 6.045519999999999783e-01
1.413394883255760431e+09 -1.055652999999999953e+00 4.271940000000000182e-01 1.332843000000000000e+00 2.615299999999999916e-02 -7.954149999999999832e-01 3.399400000000000338e-02 6.045460000000000278e-01
1.413394883260760546e+09 -1.055641000000000052e+00 4.272079999999999766e-01 1.332843999999999918e+00 2.613700000000000051e-02 -7.954280000000000239e-01 3.399900000000000144e-02 6.045289999999999830e-01
1.413394883265760422e+09 -1.055625999999999953e+00 4.272179999999999866e-01 1.332846999999999893e+00 2.614899999999999863e-02 -7.954379999999999784e-01 3.402000000000000163e-02 6.045139999999999958e-01
1.413394883270760536e+09 -1.055609000000000020e+00 4.272250000000000214e-01 1.332853000000000065e+00 2.618099999999999941e-02 -7.954409999999999537e-01 3.404800000000000187e-02 6.045070000000000165e-01
1.413394883275760412e+09 -1.055587999999999971e+00 4.272349999999999759e-01 1.332859999999999934e+00 2.621499999999999872e-02 -7.954400000000000359e-01 3.406200000000000200e-02 6.045070000000000165e-01
1.413394883280760527e+09 -1.055563000000000029e+00 4.272509999999999919e-01 1.332867999999999942e+00 2.623500000000000137e-02 -7.954350000000000032e-01 3.405199999999999894e-02 6.045129999999999670e-01
1.413394883285760403e+09 -1.055534999999999890e+00 4.272750000000000159e-01 1.332877000000000089e+00 2.623199999999999837e-02 -7.954229999999999912e-01 3.402999999999999775e-02 6.045289999999999830e-01
1.413394883290760517e+09 -1.055623999999999896e+00 4.272230000000000194e-01 1.332867999999999942e+00 2.620700000000000113e-02 -7.954229999999999912e-01 3.400299999999999850e-02 6.045329999999999870e-01
1.413394883295760393e+09 -1.055617000000000028e+00 4.272349999999999759e-01 1.332866000000000106e+00 2.617799999999999988e-02 -7.954250000000000487e-01 3.397700000000000026e-02 6.045319999999999583e-01
1.413394883300760508e+09 -1.055606999999999962e+00 4.272429999999999839e-01 1.332861000000000073e+00 2.615699999999999970e-02 -7.954290000000000527e-01 3.397700000000000026e-02 6.045279999999999543e-01
1.413394883305760145e+09 -1.055595000000000061e+00 4.272460000000000147e-01 1.332856000000000041e+00 2.615299999999999916e-02 -7.954400000000000359e-01 3.400399999999999950e-02 6.045120000000000493e-01
1.413394883310760498e+09 -1.055579000000000045e+00 4.272429999999999839e-01 1.332853999999999983e+00 2.617500000000000035e-02 -7.954489999999999617e-01 3.403500000000000275e-02 6.044969999999999510e-01
1.413394883315760612e+09 -1.055560000000000054e+00 4.272400000000000087e-01 1.332854999999999901e+00 2.621100000000000166e-02 -7.954539999999999944e-01 3.406200000000000200e-02 6.044880000000000253e-01
1.413394883320760489e+09 -1.055536999999999948e+00 4.272400000000000087e-01 1.332858000000000098e+00 2.624399999999999997e-02 -7.954520000000000479e-01 3.407999999999999918e-02 6.044880000000000253e-01
1.413394883325760603e+09 -1.055511000000000088e+00 4.272469999999999879e-01 1.332861000000000073e+00 2.625699999999999909e-02 -7.954470000000000152e-01 3.408200000000000118e-02 6.044939999999999758e-01
1.413394883330760479e+09 -1.055482999999999949e+00 4.272599999999999731e-01 1.332864999999999966e+00 2.624100000000000044e-02 -7.954400000000000359e-01 3.407099999999999712e-02 6.045049999999999590e-01
1.413394883335760593e+09 -1.055453999999999892e+00 4.272759999999999891e-01 1.332867999999999942e+00 2.620499999999999913e-02 -7.954369999999999497e-01 3.405699999999999700e-02 6.045110000000000205e-01
1.413394883340760469e+09 -1.055550999999999906e+00 4.272580000000000267e-01 1.332907999999999982e+00 2.618499999999999994e-02 -7.954430000000000112e-01 3.406900000000000206e-02 6.045030000000000125e-01
1.413394883345760584e+09 -1.055542999999999898e+00 4.272580000000000267e-01 1.332902999999999949e+00 2.615699999999999970e-02 -7.954599999999999449e-01 3.407299999999999912e-02 6.044810000000000461e-01
1.413394883350760460e+09 -1.055531999999999915e+00 4.272529999999999939e-01 1.332896999999999998e+00 2.614800000000000110e-02 -7.954790000000000472e-01 3.410699999999999843e-02 6.044549999999999645e-01
1.413394883355760574e+09 -1.055519000000000096e+00 4.272469999999999879e-01 1.332894000000000023e+00 2.616399999999999976e-02 -7.954820000000000224e-01 3.414500000000000174e-02 6.044490000000000141e-01
1.413394883360760689e+09 -1.055503000000000080e+00 4.272429999999999839e-01 1.332893000000000105e+00 2.618900000000000047e-02 -7.954780000000000184e-01 3.416500000000000092e-02 6.044519999999999893e-01
1.413394883365760565e+09 -1.055485999999999924e+00 4.272429999999999839e-01 1.332891999999999966e+00 2.621100000000000166e-02 -7.954729999999999857e-01 3.416199999999999792e-02 6.044580000000000508e-01
1.413394883370760441e+09 -1.055466999999999933e+00 4.272489999999999899e-01 1.332891999999999966e+00 2.621400000000000119e-02 -7.954689999999999817e-01 3.414799999999999780e-02 6.044629999999999725e-01
1.413394883375760555e+09 -1.055444999999999967e+00 4.272599999999999731e-01 1.332893000000000105e+00 2.619300000000000100e-02 -7.954560000000000519e-01 3.412899999999999961e-02 6.044819999999999638e-01
1.413394883380760431e+09 -1.055422000000000082e+00 4.272730000000000139e-01 1.332893000000000105e+00 2.616299999999999876e-02 -7.954480000000000439e-01 3.411499999999999949e-02 6.044950000000000045e-01
1.413394883385760546e+09 -1.055396000000000001e+00 4.272839999999999971e-01 1.332888000000000073e+00 2.613700000000000051e-02 -7.954489999999999617e-01 3.410699999999999843e-02 6.044960000000000333e-01
1.413394883390760422e+09 -1.055515999999999899e+00 4.272909999999999764e-01 1.332913999999999932e+00 2.617099999999999982e-02 -7.954430000000000112e-01 3.411299999999999749e-02 6.045009999999999550e-01
1.413394883395760536e+09 -1.055514999999999981e+00 4.272889999999999744e-01 1.332913999999999932e+00 2.616999999999999882e-02 -7.954579999999999984e-01 3.413299999999999668e-02 6.044800000000000173e-01
1.413394883400760412e+09 -1.055509000000000031e+00 4.272869999999999724e-01 1.332918000000000047e+00 2.619399999999999853e-02 -7.954660000000000064e-01 3.415300000000000280e-02 6.044680000000000053e-01
1.413394883405760527e+09 -1.055498999999999965e+00 4.272880000000000011e-01 1.332923000000000080e+00 2.622400000000000078e-02 -7.954639999999999489e-01 3.415699999999999986e-02 6.044690000000000341e-01
1.413394883410760403e+09 -1.055485000000000007e+00 4.272940000000000071e-01 1.332927999999999891e+00 2.624200000000000144e-02 -7.954620000000000024e-01 3.415200000000000180e-02 6.044709999999999805e-01
1.413394883415760756e+09 -1.055466999999999933e+00 4.273069999999999924e-01 1.332932999999999923e+00 2.624100000000000044e-02 -7.954550000000000232e-01 3.414400000000000074e-02 6.044810000000000461e-01
1.413394883420760393e+09 -1.055444999999999967e+00 4.273239999999999816e-01 1.332940000000000014e+00 2.621899999999999925e-02 -7.954489999999999617e-01 3.412599999999999661e-02 6.044899999999999718e-01
1.413394883425760508e+09 -1.055417999999999967e+00 4.273410000000000264e-01 1.332945999999999964e+00 2.619600000000000053e-02 -7.954459999999999864e-01 3.410599999999999743e-02 6.044969999999999510e-01
1.413394883430760384e+09 -1.055388999999999911e+00 4.273529999999999829e-01 1.332950000000000079e+00 2.617699999999999888e-02 -7.954480000000000439e-01 3.410599999999999743e-02 6.044950000000000045e-01
1.413394883435760498e+09 -1.055358000000000018e+00 4.273600000000000176e-01 1.332953000000000054e+00 2.617200000000000082e-02 -7.954520000000000479e-01 3.413000000000000062e-02 6.044880000000000253e-01
1.413394883440760612e+09 -1.055452999999999975e+00 4.273489999999999789e-01 1.332951999999999915e+00 2.621400000000000119e-02 -7.954510000000000192e-01 3.415900000000000186e-02 6.044859999999999678e-01
1.413394883445760489e+09 -1.055444000000000049e+00 4.273469999999999769e-01 1.332951999999999915e+00 2.623599999999999891e-02 -7.954620000000000024e-01 3.417599999999999805e-02 6.044699999999999518e-01
1.413394883450760603e+09 -1.055431000000000008e+00 4.273489999999999789e-01 1.332953999999999972e+00 2.625600000000000156e-02 -7.954630000000000312e-01 3.417800000000000005e-02 6.044680000000000053e-01
1.413394883455760479e+09 -1.055414000000000074e+00 4.273549999999999849e-01 1.332956000000000030e+00 2.626699999999999868e-02 -7.954579999999999984e-01 3.416899999999999799e-02 6.044739999999999558e-01
1.413394883460760593e+09 -1.055393999999999943e+00 4.273669999999999969e-01 1.332956999999999947e+00 2.625699999999999909e-02 -7.954520000000000479e-01 3.414899999999999880e-02 6.044840000000000213e-01
1.413394883465760469e+09 -1.055371000000000059e+00 4.273819999999999841e-01 1.332956000000000030e+00 2.622499999999999831e-02 -7.954499999999999904e-01 3.412699999999999761e-02 6.044890000000000541e-01
1.413394883470760822e+09 -1.055347000000000035e+00 4.273959999999999981e-01 1.332953000000000054e+00 2.619300000000000100e-02 -7.954470000000000152e-01 3.412400000000000155e-02 6.044939999999999758e-01
1.413394883475760460e+09 -1.055322000000000093e+00 4.274040000000000061e-01 1.332948999999999939e+00 2.617900000000000088e-02 -7.954480000000000439e-01 3.414699999999999680e-02 6.044920000000000293e-01
1.413394883480760574e+09 -1.055295000000000094e+00 4.274080000000000101e-01 1.332945000000000046e+00 2.618300000000000141e-02 -7.954529999999999657e-01 3.418500000000000011e-02 6.044829999999999925e-01
1.413394883485760450e+09 -1.055266999999999955e+00 4.274129999999999874e-01 1.332940999999999931e+00 2.620099999999999860e-02 -7.954630000000000312e-01 3.422100000000000142e-02 6.044680000000000053e-01
1.413394883490760565e+09 -1.055390999999999968e+00 4.273850000000000149e-01 1.332950999999999997e+00 2.623699999999999991e-02 -7.954339999999999744e-01 3.418800000000000311e-02 6.045059999999999878e-01
1.413394883495760441e+09 -1.055387999999999993e+00 4.273890000000000189e-01 1.332956000000000030e+00 2.625800000000000009e-02 -7.954360000000000319e-01 3.417599999999999805e-02 6.045030000000000125e-01
