# time x y z qx qy qz qw
1.403715274407143116e+09 8.792830000000000368e-01 2.140944000000000180e+00 9.470520000000000049e-01 -8.284209999999999630e-01 -5.920199999999999768e-02 -5.536609999999999587e-01 6.060399999999999815e-02
1.403715274412142992e+09 8.793109999999999538e-01 2.140845999999999805e+00 9.470509999999999762e-01 -8.284289999999999710e-01 -5.903699999999999920e-02 -5.536849999999999827e-01 6.044100000000000167e-02
1.403715274417143106e+09 8.793379999999999530e-01 2.140747999999999873e+00 9.470490000000000297e-01 -8.284420000000000117e-01 -5.883000000000000035e-02 -5.537090000000000067e-01 6.025500000000000300e-02
1.403715274422142982e+09 8.793640000000000345e-01 2.140674999999999883e+00 9.470410000000000217e-01 -8.284610000000000030e-01 -5.868899999999999811e-02 -5.537039999999999740e-01 6.016699999999999826e-02
1.403715274427143097e+09 8.793860000000000010e-01 2.140639999999999876e+00 9.470300000000000384e-01 -8.284799999999999942e-01 -5.868199999999999805e-02 -5.536699999999999955e-01 6.021699999999999969e-02
1.403715274432142735e+09 8.794049999999999923e-01 2.140638000000000041e+00 9.470210000000000017e-01 -8.284869999999999735e-01 -5.879700000000000204e-02 -5.536330000000000418e-01 6.036500000000000199e-02
1.403715274437143087e+09 8.794199999999999795e-01 2.140648000000000106e+00 9.470190000000000552e-01 -8.284679999999999822e-01 -5.897000000000000158e-02 -5.536229999999999762e-01 6.053299999999999653e-02
1.403715274442142963e+09 8.794330000000000203e-01 2.140648999999999802e+00 9.470229999999999482e-01 -8.284299999999999997e-01 -5.911199999999999788e-02 -5.536510000000000042e-01 6.066099999999999964e-02
1.403715274447143078e+09 8.794459999999999500e-01 2.140627999999999975e+00 9.470279999999999809e-01 -8.283989999999999965e-01 -5.916799999999999837e-02 -5.536849999999999827e-01 6.071300000000000308e-02
1.403715274452142954e+09 8.794720000000000315e-01 2.140568000000000026e+00 9.470220000000000304e-01 -8.283880000000000132e-01 -5.911600000000000188e-02 -5.537109999999999532e-01 6.068699999999999789e-02
1.403715274457143068e+09 8.794899999999999940e-01 2.140499999999999847e+00 9.470190000000000552e-01 -8.283909999999999885e-01 -5.899700000000000083e-02 -5.537309999999999732e-01 6.058299999999999796e-02
1.403715274462142944e+09 8.795100000000000140e-01 2.140426000000000162e+00 9.470150000000000512e-01 -8.284040000000000292e-01 -5.884799999999999753e-02 -5.537400000000000100e-01 6.045600000000000279e-02
1.403715274467143059e+09 8.795300000000000340e-01 2.140359999999999818e+00 9.470110000000000472e-01 -8.284219999999999917e-01 -5.873799999999999855e-02 -5.537400000000000100e-01 6.032400000000000262e-02
1.403715274472142935e+09 8.795469999999999677e-01 2.140309999999999935e+00 9.470079999999999609e-01 -8.284289999999999710e-01 -5.870600000000000124e-02 -5.537440000000000140e-01 6.022199999999999775e-02
1.403715274477143049e+09 8.795610000000000372e-01 2.140280000000000182e+00 9.470119999999999649e-01 -8.284110000000000085e-01 -5.873599999999999655e-02 -5.537699999999999845e-01 6.020600000000000257e-02
1.403715274482142925e+09 8.795739999999999670e-01 2.140270999999999813e+00 9.470190000000000552e-01 -8.283709999999999685e-01 -5.881700000000000123e-02 -5.538149999999999462e-01 6.026100000000000206e-02
1.403715274487142801e+09 8.795859999999999790e-01 2.140274999999999928e+00 9.470239999999999769e-01 -8.283359999999999612e-01 -5.892000000000000015e-02 -5.538440000000000030e-01 6.037800000000000111e-02
1.403715274492142916e+09 8.795969999999999622e-01 2.140283999999999853e+00 9.470250000000000057e-01 -8.283139999999999947e-01 -5.903200000000000114e-02 -5.538509999999999822e-01 6.050900000000000029e-02
1.403715274497143030e+09 8.796070000000000277e-01 2.140286999999999829e+00 9.470229999999999482e-01 -8.283059999999999867e-01 -5.913700000000000206e-02 -5.538419999999999455e-01 6.059500000000000303e-02
1.403715274502142906e+09 8.796370000000000022e-01 2.140248000000000150e+00 9.470129999999999937e-01 -8.283209999999999740e-01 -5.920999999999999874e-02 -5.538089999999999957e-01 6.061199999999999921e-02
1.403715274507143021e+09 8.796509999999999607e-01 2.140214999999999979e+00 9.470089999999999897e-01 -8.283390000000000475e-01 -5.923899999999999999e-02 -5.537879999999999470e-01 6.052899999999999947e-02
1.403715274512142897e+09 8.796640000000000015e-01 2.140171000000000046e+00 9.470070000000000432e-01 -8.283540000000000347e-01 -5.920000000000000262e-02 -5.537830000000000252e-01 6.040700000000000236e-02
1.403715274517143011e+09 8.796739999999999560e-01 2.140127000000000113e+00 9.470079999999999609e-01 -8.283639999999999892e-01 -5.910800000000000082e-02 -5.537900000000000045e-01 6.029799999999999743e-02
1.403715274522142887e+09 8.796810000000000462e-01 2.140089000000000130e+00 9.470079999999999609e-01 -8.283669999999999645e-01 -5.899000000000000077e-02 -5.538060000000000205e-01 6.022899999999999782e-02
1.403715274527143002e+09 8.796869999999999967e-01 2.140061999999999909e+00 9.470070000000000432e-01 -8.283700000000000507e-01 -5.888999999999999790e-02 -5.538129999999999997e-01 6.022000000000000269e-02
1.403715274532143116e+09 8.796910000000000007e-01 2.140051999999999843e+00 9.470049999999999857e-01 -8.283779999999999477e-01 -5.885399999999999660e-02 -5.538009999999999877e-01 6.026000000000000106e-02
1.403715274537142992e+09 8.796939999999999760e-01 2.140057999999999794e+00 9.470030000000000392e-01 -8.283890000000000420e-01 -5.888600000000000084e-02 -5.537729999999999597e-01 6.032400000000000262e-02
1.403715274542143345e+09 8.796950000000000047e-01 2.140076999999999785e+00 9.469999999999999529e-01 -8.283979999999999677e-01 -5.895999999999999852e-02 -5.537429999999999852e-01 6.040700000000000236e-02
1.403715274547142982e+09 8.796939999999999760e-01 2.140101000000000031e+00 9.469990000000000352e-01 -8.284010000000000540e-01 -5.904800000000000326e-02 -5.537199999999999900e-01 6.049999999999999822e-02
1.403715274552143097e+09 8.797190000000000287e-01 2.140079000000000065e+00 9.469929999999999737e-01 -8.283930000000000460e-01 -5.910699999999999982e-02 -5.537130000000000107e-01 6.060200000000000309e-02
1.403715274557142973e+09 8.797230000000000327e-01 2.140079000000000065e+00 9.469969999999999777e-01 -8.283840000000000092e-01 -5.912599999999999800e-02 -5.537199999999999900e-01 6.065099999999999658e-02
1.403715274562143087e+09 8.797270000000000367e-01 2.140066000000000024e+00 9.469990000000000352e-01 -8.283859999999999557e-01 -5.910800000000000082e-02 -5.537210000000000187e-01 6.063400000000000040e-02
1.403715274567142963e+09 8.797310000000000407e-01 2.140048000000000172e+00 9.469999999999999529e-01 -8.283909999999999885e-01 -5.908000000000000057e-02 -5.537229999999999652e-01 6.056500000000000078e-02
1.403715274572143078e+09 8.797340000000000160e-01 2.140028000000000041e+00 9.470020000000000104e-01 -8.283970000000000500e-01 -5.906700000000000145e-02 -5.537269999999999692e-01 6.046800000000000092e-02
1.403715274577142954e+09 8.797359999999999625e-01 2.140007000000000215e+00 9.470060000000000144e-01 -8.284040000000000292e-01 -5.905400000000000232e-02 -5.537290000000000267e-01 6.036099999999999799e-02
1.403715274582143068e+09 8.797369999999999912e-01 2.139984000000000108e+00 9.470119999999999649e-01 -8.283979999999999677e-01 -5.900899999999999895e-02 -5.537520000000000220e-01 6.027400000000000119e-02
1.403715274587142944e+09 8.797350000000000447e-01 2.139962000000000142e+00 9.470180000000000264e-01 -8.283939999999999637e-01 -5.894499999999999740e-02 -5.537720000000000420e-01 6.020600000000000257e-02
1.403715274592143059e+09 8.797319999999999585e-01 2.139949000000000101e+00 9.470220000000000304e-01 -8.283890000000000420e-01 -5.888999999999999790e-02 -5.537889999999999757e-01 6.017399999999999832e-02
1.403715274597142935e+09 8.797279999999999545e-01 2.139953999999999912e+00 9.470260000000000344e-01 -8.283730000000000260e-01 -5.887400000000000272e-02 -5.538119999999999710e-01 6.020799999999999763e-02
1.403715274602143049e+09 8.797549999999999537e-01 2.139921999999999880e+00 9.470140000000000224e-01 -8.283650000000000180e-01 -5.893299999999999927e-02 -5.538039999999999630e-01 6.032200000000000062e-02
1.403715274607142925e+09 8.797540000000000360e-01 2.139959999999999862e+00 9.470129999999999937e-01 -8.283509999999999485e-01 -5.906399999999999845e-02 -5.537929999999999797e-01 6.049999999999999822e-02
1.403715274612143040e+09 8.797519999999999785e-01 2.140000999999999820e+00 9.470110000000000472e-01 -8.283359999999999612e-01 -5.922100000000000281e-02 -5.537790000000000212e-01 6.067199999999999677e-02
1.403715274617143154e+09 8.797519999999999785e-01 2.140026999999999902e+00 9.470089999999999897e-01 -8.283300000000000107e-01 -5.933700000000000085e-02 -5.537649999999999517e-01 6.076000000000000151e-02
1.403715274622143030e+09 8.797519999999999785e-01 2.140026000000000206e+00 9.470089999999999897e-01 -8.283249999999999780e-01 -5.935599999999999904e-02 -5.537739999999999885e-01 6.073499999999999732e-02
1.403715274627142906e+09 8.797530000000000072e-01 2.140003000000000100e+00 9.470089999999999897e-01 -8.283380000000000187e-01 -5.929100000000000342e-02 -5.537760000000000460e-01 6.060299999999999715e-02
1.403715274632143021e+09 8.797530000000000072e-01 2.139971000000000068e+00 9.470100000000000184e-01 -8.283549999999999525e-01 -5.915399999999999825e-02 -5.537819999999999965e-01 6.045299999999999979e-02
1.403715274637142897e+09 8.797530000000000072e-01 2.139946999999999822e+00 9.470079999999999609e-01 -8.283679999999999932e-01 -5.902000000000000302e-02 -5.537910000000000332e-01 6.031899999999999762e-02
1.403715274642143011e+09 8.797519999999999785e-01 2.139943000000000151e+00 9.470079999999999609e-01 -8.283760000000000012e-01 -5.895199999999999746e-02 -5.537950000000000372e-01 6.023799999999999988e-02
1.403715274647142887e+09 8.797490000000000032e-01 2.139962000000000142e+00 9.470129999999999937e-01 -8.283730000000000260e-01 -5.896799999999999958e-02 -5.537990000000000412e-01 6.023799999999999988e-02
1.403715274652143002e+09 8.797829999999999817e-01 2.139914999999999790e+00 9.470039999999999569e-01 -8.283589999999999565e-01 -5.905200000000000032e-02 -5.538030000000000452e-01 6.030599999999999850e-02
1.403715274657143116e+09 8.797829999999999817e-01 2.139947999999999961e+00 9.470119999999999649e-01 -8.283340000000000147e-01 -5.918000000000000344e-02 -5.538170000000000037e-01 6.039100000000000024e-02
1.403715274662142992e+09 8.797810000000000352e-01 2.139984999999999804e+00 9.470239999999999769e-01 -8.283040000000000402e-01 -5.931600000000000067e-02 -5.538370000000000237e-01 6.048499999999999710e-02
1.403715274667143106e+09 8.797770000000000312e-01 2.140019000000000116e+00 9.470359999999999889e-01 -8.282699999999999507e-01 -5.941099999999999853e-02 -5.538669999999999982e-01 6.057900000000000090e-02
1.403715274672143221e+09 8.797700000000000520e-01 2.140041000000000082e+00 9.470490000000000297e-01 -8.282420000000000337e-01 -5.943500000000000172e-02 -5.538999999999999480e-01 6.063500000000000140e-02
1.403715274677143097e+09 8.797610000000000152e-01 2.140044000000000057e+00 9.470589999999999842e-01 -8.282350000000000545e-01 -5.938700000000000229e-02 -5.539180000000000215e-01 6.061500000000000221e-02
1.403715274682142973e+09 8.797490000000000032e-01 2.140031000000000017e+00 9.470680000000000209e-01 -8.282420000000000337e-01 -5.927299999999999930e-02 -5.539300000000000335e-01 6.052899999999999947e-02
1.403715274687143087e+09 8.797359999999999625e-01 2.140016000000000140e+00 9.470750000000000002e-01 -8.282610000000000250e-01 -5.913000000000000200e-02 -5.539300000000000335e-01 6.041300000000000142e-02
1.403715274692142963e+09 8.797220000000000040e-01 2.140013000000000165e+00 9.470779999999999754e-01 -8.282810000000000450e-01 -5.901499999999999801e-02 -5.539209999999999967e-01 6.032900000000000068e-02
1.403715274697143078e+09 8.797059999999999880e-01 2.140031000000000017e+00 9.470830000000000082e-01 -8.282869999999999955e-01 -5.897000000000000158e-02 -5.539180000000000215e-01 6.031600000000000156e-02
1.403715274702142954e+09 8.797340000000000160e-01 2.139984000000000108e+00 9.470699999999999674e-01 -8.282739999999999547e-01 -5.898199999999999971e-02 -5.539269999999999472e-01 6.040899999999999742e-02
1.403715274707143068e+09 8.797260000000000080e-01 2.140025000000000066e+00 9.470769999999999467e-01 -8.282450000000000090e-01 -5.906499999999999945e-02 -5.539469999999999672e-01 6.053499999999999853e-02
1.403715274712142944e+09 8.797180000000000000e-01 2.140067999999999859e+00 9.470899999999999874e-01 -8.282019999999999937e-01 -5.916099999999999831e-02 -5.539880000000000360e-01 6.065399999999999958e-02
1.403715274717143059e+09 8.797099999999999920e-01 2.140104000000000006e+00 9.471019999999999994e-01 -8.281659999999999577e-01 -5.923699999999999799e-02 -5.540270000000000472e-01 6.071599999999999914e-02
1.403715274722142935e+09 8.797030000000000127e-01 2.140127000000000113e+00 9.471110000000000362e-01 -8.281479999999999952e-01 -5.926300000000000318e-02 -5.540519999999999889e-01 6.071499999999999814e-02
1.403715274727143049e+09 8.796969999999999512e-01 2.140139000000000014e+00 9.471180000000000154e-01 -8.281420000000000448e-01 -5.923699999999999799e-02 -5.540690000000000337e-01 6.066400000000000264e-02
1.403715274732142925e+09 8.796899999999999720e-01 2.140144999999999964e+00 9.471169999999999867e-01 -8.281589999999999785e-01 -5.918600000000000250e-02 -5.540580000000000505e-01 6.058000000000000190e-02
1.403715274737143040e+09 8.796829999999999927e-01 2.140152000000000054e+00 9.471119999999999539e-01 -8.281939999999999857e-01 -5.911899999999999794e-02 -5.540220000000000145e-01 6.049600000000000116e-02
1.403715274742142916e+09 8.796749999999999847e-01 2.140165999999999791e+00 9.471070000000000322e-01 -8.282260000000000177e-01 -5.907500000000000251e-02 -5.539859999999999784e-01 6.042499999999999954e-02
1.403715274747143030e+09 8.796650000000000302e-01 2.140188999999999897e+00 9.471060000000000034e-01 -8.282399999999999762e-01 -5.906000000000000139e-02 -5.539690000000000447e-01 6.040399999999999936e-02
1.403715274752142906e+09 8.797030000000000127e-01 2.140122999999999998e+00 9.470870000000000122e-01 -8.282319999999999682e-01 -5.905799999999999939e-02 -5.539789999999999992e-01 6.042899999999999661e-02
1.403715274757143021e+09 8.797019999999999840e-01 2.140143999999999824e+00 9.470849999999999547e-01 -8.282249999999999890e-01 -5.908599999999999963e-02 -5.539819999999999744e-01 6.046699999999999992e-02
1.403715274762142897e+09 8.797030000000000127e-01 2.140171000000000046e+00 9.470819999999999794e-01 -8.282230000000000425e-01 -5.912099999999999994e-02 -5.539749999999999952e-01 6.052899999999999947e-02
1.403715274767143011e+09 8.797030000000000127e-01 2.140203000000000078e+00 9.470779999999999754e-01 -8.282220000000000137e-01 -5.915700000000000125e-02 -5.539640000000000120e-01 6.060000000000000109e-02
1.403715274772142887e+09 8.797049999999999592e-01 2.140235000000000110e+00 9.470739999999999714e-01 -8.282329999999999970e-01 -5.918500000000000150e-02 -5.539389999999999592e-01 6.065600000000000158e-02
1.403715274777143002e+09 8.797049999999999592e-01 2.140261999999999887e+00 9.470709999999999962e-01 -8.282479999999999842e-01 -5.920000000000000262e-02 -5.539129999999999887e-01 6.067299999999999777e-02
1.403715274782143116e+09 8.797040000000000415e-01 2.140282000000000018e+00 9.470739999999999714e-01 -8.282519999999999882e-01 -5.918299999999999950e-02 -5.539089999999999847e-01 6.066799999999999971e-02
1.403715274787142992e+09 8.797000000000000375e-01 2.140295000000000059e+00 9.470849999999999547e-01 -8.282399999999999762e-01 -5.914699999999999819e-02 -5.539340000000000375e-01 6.063299999999999940e-02
1.403715274792143106e+09 8.796929999999999472e-01 2.140305000000000124e+00 9.470960000000000489e-01 -8.282249999999999890e-01 -5.908499999999999863e-02 -5.539699999999999624e-01 6.057799999999999990e-02
1.403715274797142982e+09 8.796840000000000215e-01 2.140318000000000165e+00 9.471030000000000282e-01 -8.282199999999999562e-01 -5.902500000000000108e-02 -5.539899999999999824e-01 6.051800000000000235e-02
1.403715274802142859e+09 8.797220000000000040e-01 2.140242000000000200e+00 9.470830000000000082e-01 -8.282180000000000097e-01 -5.896300000000000152e-02 -5.539990000000000192e-01 6.052300000000000041e-02
1.403715274807142973e+09 8.797190000000000287e-01 2.140260000000000051e+00 9.470830000000000082e-01 -8.282180000000000097e-01 -5.896499999999999658e-02 -5.539969999999999617e-01 6.054400000000000059e-02
1.403715274812143087e+09 8.797139999999999960e-01 2.140287999999999968e+00 9.470800000000000329e-01 -8.282270000000000465e-01 -5.900799999999999795e-02 -5.539760000000000240e-01 6.057300000000000184e-02
1.403715274817142963e+09 8.797070000000000167e-01 2.140320000000000000e+00 9.470800000000000329e-01 -8.282310000000000505e-01 -5.906000000000000139e-02 -5.539589999999999792e-01 6.062100000000000127e-02
1.403715274822143078e+09 8.796979999999999800e-01 2.140349000000000057e+00 9.470870000000000122e-01 -8.282119999999999482e-01 -5.910900000000000182e-02 -5.539760000000000240e-01 6.067600000000000077e-02
1.403715274827142954e+09 8.796890000000000542e-01 2.140369999999999884e+00 9.470990000000000242e-01 -8.281809999999999450e-01 -5.913500000000000006e-02 -5.540169999999999817e-01 6.069599999999999995e-02
1.403715274832143068e+09 8.796789999999999887e-01 2.140382999999999925e+00 9.471089999999999787e-01 -8.281589999999999785e-01 -5.913199999999999706e-02 -5.540549999999999642e-01 6.065799999999999664e-02
1.403715274837142944e+09 8.796669999999999767e-01 2.140394000000000130e+00 9.471140000000000114e-01 -8.281519999999999992e-01 -5.909500000000000169e-02 -5.540739999999999554e-01 6.061600000000000321e-02
1.403715274842143059e+09 8.796540000000000470e-01 2.140410999999999841e+00 9.471169999999999867e-01 -8.281570000000000320e-01 -5.904500000000000026e-02 -5.540730000000000377e-01 6.060600000000000015e-02
1.403715274847142935e+09 8.796389999999999487e-01 2.140435000000000088e+00 9.471169999999999867e-01 -8.281800000000000272e-01 -5.899700000000000083e-02 -5.540439999999999809e-01 6.060100000000000209e-02
1.403715274852143049e+09 8.796730000000000382e-01 2.140353000000000172e+00 9.470899999999999874e-01 -8.282030000000000225e-01 -5.893000000000000321e-02 -5.540150000000000352e-01 6.061300000000000021e-02
1.403715274857142925e+09 8.796650000000000302e-01 2.140362000000000098e+00 9.470880000000000409e-01 -8.282070000000000265e-01 -5.891099999999999809e-02 -5.540129999999999777e-01 6.060600000000000015e-02
1.403715274862143040e+09 8.796570000000000222e-01 2.140379999999999949e+00 9.470920000000000449e-01 -8.281950000000000145e-01 -5.892900000000000221e-02 -5.540260000000000185e-01 6.061699999999999727e-02
1.403715274867142916e+09 8.796479999999999855e-01 2.140407999999999866e+00 9.470979999999999954e-01 -8.281760000000000232e-01 -5.898099999999999871e-02 -5.540479999999999849e-01 6.063099999999999740e-02
1.403715274872143030e+09 8.796399999999999775e-01 2.140439999999999898e+00 9.471019999999999994e-01 -8.281650000000000400e-01 -5.902299999999999908e-02 -5.540570000000000217e-01 6.066099999999999964e-02
1.403715274877142668e+09 8.796310000000000517e-01 2.140476000000000045e+00 9.471019999999999994e-01 -8.281600000000000072e-01 -5.903800000000000020e-02 -5.540570000000000217e-01 6.071599999999999914e-02
1.403715274882143021e+09 8.796209999999999862e-01 2.140512999999999888e+00 9.471000000000000529e-01 -8.281610000000000360e-01 -5.902199999999999808e-02 -5.540500000000000425e-01 6.078399999999999775e-02
1.403715274887142897e+09 8.796119999999999495e-01 2.140547999999999895e+00 9.470979999999999954e-01 -8.281749999999999945e-01 -5.898799999999999877e-02 -5.540300000000000225e-01 6.081299999999999900e-02
1.403715274892143011e+09 8.796030000000000237e-01 2.140575000000000117e+00 9.470960000000000489e-01 -8.281889999999999530e-01 -5.894599999999999840e-02 -5.540169999999999817e-01 6.077500000000000263e-02
1.403715274897142887e+09 8.795939999999999870e-01 2.140601000000000198e+00 9.470969999999999667e-01 -8.281990000000000185e-01 -5.890200000000000297e-02 -5.540150000000000352e-01 6.070099999999999801e-02
1.403715274902143002e+09 8.796389999999999487e-01 2.140527000000000069e+00 9.470720000000000249e-01 -8.282049999999999690e-01 -5.886600000000000166e-02 -5.540140000000000065e-01 6.065999999999999864e-02
1.403715274907143116e+09 8.796399999999999775e-01 2.140544999999999920e+00 9.470699999999999674e-01 -8.282100000000000017e-01 -5.887400000000000272e-02 -5.540079999999999449e-01 6.064300000000000246e-02
1.403715274912142992e+09 8.796399999999999775e-01 2.140572000000000141e+00 9.470669999999999922e-01 -8.282129999999999770e-01 -5.889199999999999990e-02 -5.540000000000000480e-01 6.066499999999999670e-02
1.403715274917143106e+09 8.796380000000000310e-01 2.140606000000000009e+00 9.470640000000000169e-01 -8.282159999999999522e-01 -5.889799999999999897e-02 -5.539870000000000072e-01 6.073100000000000026e-02
1.403715274922142982e+09 8.796349999999999447e-01 2.140643999999999991e+00 9.470640000000000169e-01 -8.282180000000000097e-01 -5.890600000000000003e-02 -5.539749999999999952e-01 6.080499999999999794e-02
1.403715274927143097e+09 8.796319999999999695e-01 2.140677999999999859e+00 9.470659999999999634e-01 -8.282180000000000097e-01 -5.891799999999999815e-02 -5.539680000000000160e-01 6.084699999999999831e-02
1.403715274932142735e+09 8.796289999999999942e-01 2.140703999999999940e+00 9.470690000000000497e-01 -8.282169999999999810e-01 -5.891699999999999715e-02 -5.539709999999999912e-01 6.083700000000000219e-02
1.403715274937143087e+09 8.796239999999999615e-01 2.140725000000000211e+00 9.470720000000000249e-01 -8.282190000000000385e-01 -5.890999999999999709e-02 -5.539739999999999664e-01 6.079099999999999782e-02
1.403715274942142963e+09 8.796180000000000110e-01 2.140747999999999873e+00 9.470739999999999714e-01 -8.282300000000000217e-01 -5.890499999999999903e-02 -5.539619999999999544e-01 6.075400000000000245e-02
1.403715274947143078e+09 8.796089999999999742e-01 2.140775999999999790e+00 9.470769999999999467e-01 -8.282380000000000297e-01 -5.889899999999999997e-02 -5.539520000000000000e-01 6.074000000000000232e-02
1.403715274952142954e+09 8.796509999999999607e-01 2.140700999999999965e+00 9.470520000000000049e-01 -8.282420000000000337e-01 -5.885300000000000253e-02 -5.539469999999999672e-01 6.077799999999999869e-02
1.403715274957143068e+09 8.796500000000000430e-01 2.140712000000000170e+00 9.470490000000000297e-01 -8.282460000000000377e-01 -5.882300000000000029e-02 -5.539420000000000455e-01 6.079500000000000182e-02
1.403715274962142944e+09 8.796460000000000390e-01 2.140727000000000046e+00 9.470509999999999762e-01 -8.282410000000000050e-01 -5.880400000000000210e-02 -5.539500000000000535e-01 6.081799999999999706e-02
1.403715274967143059e+09 8.796420000000000350e-01 2.140747000000000178e+00 9.470549999999999802e-01 -8.282350000000000545e-01 -5.880300000000000110e-02 -5.539570000000000327e-01 6.082599999999999812e-02
1.403715274972142935e+09 8.796370000000000022e-01 2.140769999999999840e+00 9.470579999999999554e-01 -8.282410000000000050e-01 -5.881399999999999822e-02 -5.539500000000000535e-01 6.081299999999999900e-02
1.403715274977143049e+09 8.796310000000000517e-01 2.140794999999999781e+00 9.470589999999999842e-01 -8.282559999999999922e-01 -5.883300000000000335e-02 -5.539260000000000295e-01 6.080300000000000288e-02
1.403715274982142925e+09 8.796230000000000437e-01 2.140826000000000118e+00 9.470619999999999594e-01 -8.282640000000000002e-01 -5.885499999999999760e-02 -5.539100000000000135e-01 6.081700000000000300e-02
1.403715274987142801e+09 8.796129999999999782e-01 2.140861000000000125e+00 9.470690000000000497e-01 -8.282610000000000250e-01 -5.886799999999999672e-02 -5.539089999999999847e-01 6.085499999999999937e-02
1.403715274992142916e+09 8.796009999999999662e-01 2.140896000000000132e+00 9.470790000000000042e-01 -8.282580000000000497e-01 -5.885900000000000160e-02 -5.539110000000000422e-01 6.088999999999999968e-02
1.403715274997143030e+09 8.795870000000000077e-01 2.140925999999999885e+00 9.470910000000000162e-01 -8.282540000000000457e-01 -5.882600000000000329e-02 -5.539190000000000502e-01 6.090099999999999680e-02
1.403715275002142906e+09 8.796230000000000437e-01 2.140852999999999895e+00 9.470790000000000042e-01 -8.282350000000000545e-01 -5.876499999999999779e-02 -5.539520000000000000e-01 6.091200000000000087e-02
